producto,nutriscore,nova,perfil_aditivos,ns_num,cluster_final
Tofu fumé amandes sésame,c,3,0,3,0
Super Seeded Oatcakes,d,3,0,4,3
Fette croccanti con sesamo,b,3,0,2,0
Knorr Soupe Minestrone à l'Huile d'Olive 104g 4 Portions,c,4,0,3,0
Chocolat,c,3,0,3,0
Crème fraîche gastronomique,d,1,0,4,1
Céréales gourmandes,a,1,0,1,1
Penne au Poulet et au Pesto,c,3,0,3,0
L'Extra Noir Chocolat noir 90%,d,4,0,4,3
Avoines,b,1,0,2,1
P'tit déj bio céréales et chocolat,d,3,0,4,3
Chocolat noir 85% Madagascar,d,3,0,4,3
primfrais,d,3,0,4,3
Nutella,e,4,0,5,3
Malt Wheats Toasty Crunch,a,4,0,1,0
Pescada,a,1,0,1,1
لينيا,a,4,0,1,0
Sesam,a,1,0,1,1
Huile d'olive vierge extra Bio Delicato,b,2,0,2,1
Lait de coco,e,4,0,5,3
Muesli Crunchy Fruta,d,4,0,4,3
Elle & vire creme fleurette entiere 31%mg brique 33cl,d,4,0,4,3
فول زبده,b,3,0,2,0
Yaos yaourt à la grecque vanille,c,4,0,3,0
mejora,e,4,0,5,3
Chocolat gianduja,e,4,0,5,3
Kefir,a,1,0,1,1
Puck,e,1,0,5,1
Cornichons,b,1,0,2,1
yogo fraise,e,1,0,5,1
Houmous,c,3,0,3,0
Galettes de lentilles vertes courgette menthe,b,4,0,2,0
Fawakih,e,1,0,5,1
Mes Carottes râpées à la Ciboulette,a,4,0,1,0
Pâte feuilletée,d,4,0,4,3
La Tartinata Pistacchio,e,4,0,5,3
beurre jaouda 100g,b,2,0,2,1
Krounchy proteines chocolat noir,a,3,0,1,0
Brioche Pépites de Chocolat,d,4,0,4,3
Toffifee weiß,e,4,0,5,3
Tortitas de maíz sabor jamón serrano,d,1,0,4,1
Confitura de Fresa 0%,a,4,0,1,0
Pain complet 3 céréales,a,3,0,1,0
"Apă minerală naturală, natural carbogazoasă",a,1,0,1,1
Extra chocolate y avellanas,e,4,0,5,3
280G HARIBO CROCO,d,4,3,4,2
Le Supérieur - à l'Etouffée,c,4,0,3,0
Le yaourt nature,b,1,0,2,1
Abtal,e,1,0,5,1
Knorr Soupe Déshydratée Douceur de 9 Légumes 3 Portions,c,4,0,3,0
Skyr Noisette,b,4,0,2,0
Baked Beans,a,4,0,1,0
Purée Délice Vert 780g,a,3,0,1,0
Petits Pains Grillés Au blé complet,a,4,0,1,0
Daco Bello Formule detente,d,4,0,4,3
Biscottes 6 cereales,c,4,0,3,0
Granola fruit strawberry cranberry cherry,c,4,0,3,0
FILLED MILK CHOCOLATE WITH A MILKY FILLING,e,4,0,5,3
Tofu rosso olives et tomates,d,3,0,4,3
Pâte À Tartiner Granola -  Cacao Noisette,c,3,0,3,0
Pain de mie au céréales et aux graines,b,4,0,2,0
Kalifornische Pistazien geröstet,a,1,0,1,1
thon Entier a l'huile végétale,d,3,0,4,3
Dunkle Ganze Mandel,e,4,0,5,3
DARK CHOCOLATE ALMOND & ORANGE,e,4,0,5,3
Biscuits son d'avoine,c,4,0,3,0
Lentilles préparées Cultivés en France d'aucy 265g,b,4,0,2,0
Sirop d'agave,d,1,0,4,1
Moelleux saveur citron,c,4,0,3,0
Couscous Grain Moyen,a,1,0,1,1
le Brie,d,3,0,4,3
Brioche vendéenne Igp,e,4,0,5,3
4 Muffins Nature,b,4,0,2,0
SAINT ELOI riz complet cuisson 10 mn étui 500gr,b,1,0,2,1
Galette bretonne pur beurre,e,3,0,5,3
Petits pains grillés au froment - 225g,c,4,0,3,0
Petits pains grillés au blé complet 400g,b,4,0,2,0
Lait demi écrémé UHT,b,1,0,2,1
Crackers bio emmental et graines de courge paquet de 200g,d,3,0,4,3
4 galettes fondantes pois chiches,c,3,0,3,0
Filets de maquereaux au naturel,b,3,0,2,0
Semoule au poulet,a,4,0,1,0
Curry de lentilles corail et légumes,a,3,0,1,0
Pate à tartiner noisette cacao,e,4,0,5,3
Paysan Breton - Beurre moulé doux,e,2,0,5,3
Puree de sésame - Tahin - Bio,d,1,0,4,1
Pomme Chataigne,c,4,0,3,0
Noir quinoa soufflé,e,4,0,5,3
Pain de mie Bio sans croûte à la farine complète sans sucres ajoutés 330g,b,4,0,2,0
Chocolat noir caramel pointe de sel,e,4,0,5,3
Roasted Peanut Butter,a,1,0,1,1
Dessert végétal citron vert,c,4,0,3,0
Prince goût chocolat,e,4,0,5,3
TUC Original,e,4,0,5,3
Crackers,d,4,0,4,3
cioccolato fondente e nocciole,d,4,0,4,3
Quaker Cruesli Frutta Secca,b,4,0,2,0
Buscalios,d,4,0,4,3
Goody cao,e,4,0,5,3
Star sauce salade au basilic,d,4,3,4,2
Rapeseed Oil,b,2,0,2,1
Le Rougail Saucisse et son riz créole,c,3,0,3,0
Velouté de poireaux et pommes de terre,c,4,0,3,0
MAGGI Fond de Veau Dégraissé boîte 100g,b,4,0,2,0
Ghilal khokh mchmach,b,1,0,2,1
Eau minérale naturelle,a,1,0,1,1
Skyr nature au lait de brebis,a,1,0,1,1
Tomate triturado,a,3,0,1,0
Galettes Bretonnes,e,4,0,5,3
Zero calories Zero caffeine Zerosugar,c,4,3,3,2
Goûters fourrés à la framboise,d,4,0,4,3
Tchico xxl,d,1,0,4,1
Petits pains ble complet,c,4,0,3,0
La barquette (chocolat),e,4,0,5,3
Mascarpone,d,3,0,4,3
Comté 15 mois,d,3,0,4,3
Hummus Classic,c,4,0,3,0
Kokosöl,e,1,0,5,1
MACCHERONI N°44,a,1,0,1,1
"Lasagnes saumon, epinard",c,3,0,3,0
Chocolate 52% especial postres,e,4,0,5,3
Goldessa Original Cheese spread,d,4,0,4,3
HERTA LE BON PARIS Jambon à l'étouffée sans nitrite x8 -280g,c,4,0,3,0
Chips saveur poulet rôti,c,4,0,3,0
,b,3,0,2,0
Pure Life,b,1,0,2,1
Mirinda POMME 1.5l,e,1,0,5,1
Oven Baked Sweet Potato Fries,c,3,0,3,0
Pétales de blé complet et riz nature 300g,c,3,0,3,0
Skyr Stracciatella,b,4,0,2,0
Skyr bio,a,1,0,1,1
"Danone fromage blanc 3,2% de mg nature 100 g x 8",a,1,0,1,1
Légumes à la basquaise,a,3,0,1,0
Boisson végétale noisette 1l,d,3,0,4,3
Pain campagnard sans gluten,c,4,0,3,0
Sirop d’Agave,e,1,0,5,1
,c,4,0,3,0
6111126004347,b,4,0,2,0
Original Knacki 100% Pur Porc -25% de sel,d,4,0,4,3
Pinsa 230g,d,3,0,4,3
Galletas con edulcorantes 0% Digestive,c,4,0,3,0
PRIMEVÈRE,d,4,0,4,3
Nairns cheese oatcakes,e,3,0,5,3
Gebraden Ham / Jambon Rôti,c,4,0,3,0
Glico Mikado & Go - Chocolat au lait,e,4,0,5,3
Sablé des FLANDRES,e,3,0,5,3
Pomme morceaux sans sucre ajoute,a,1,0,1,1
Lustucru gnocchi a poeler extra fromage maxi 500g,c,4,0,3,0
Petits Pois et Carottes 4/4,a,4,0,1,0
Miel de fleurs Crémeux Pot Plastique 500g,e,2,0,5,3
Comté 8 tranches,d,3,0,4,3
Tronches de cake - Moelleux Chocolat,e,4,0,5,3
President emmental rape fondant 500g,d,3,0,4,3
Fromage blanc 0%,a,3,0,1,0
Carottes,a,4,0,1,0
Forme & Fruits rouges,c,3,0,3,0
Petit beurre,e,3,0,5,3
Cérécof,a,1,0,1,1
La noisette,c,4,0,3,0
2 Galettes au sarrasin champignon jambon emmental,c,4,0,3,0
Velouté courge butternut carotte navet jaune,c,3,0,3,0
Cornichons Extra-fins aux 5 épices et aromates,b,4,0,2,0
St Môret Léger 8% MG.  bolv,c,4,0,3,0
Guacamole,b,4,0,2,0
SOJA Cuisine fluide,c,4,0,3,0
,c,4,0,3,0
Confiture extra fraise bio,d,4,0,4,3
Tortillas Chips,c,3,0,3,0
Croc choc,e,4,0,5,3
Jardin bio soupe veloutée,b,3,0,2,0
"Baked Beans in a Rich, Thick, Tomatoey Sauce",a,4,0,1,0
Cashew Kerne Nüsse,b,1,0,2,1
Super smoothie energy,d,1,0,4,1
Monster Energy,e,4,3,5,2
Coca-Cola Zero Sugar 25cl,c,4,3,3,2
Thé noir glacé saveur pêche intense,c,4,0,3,0
Great Mayonnaise,c,4,0,3,0
Maria Biscuits,d,4,0,4,3
SAUCE AMERICAN BURGER,e,4,0,5,3
Wholemeal Pittas,a,3,0,1,0
Œufs,a,1,0,1,1
Totas,e,4,0,5,3
Yaourt cereal,e,1,0,5,1
Galleta crocant con copos de avena zero,b,4,0,2,0
Krit crackers,d,4,0,4,3
Crak's,e,1,0,5,1
Granula baies de goji,a,4,0,1,0
Haricot verts,a,3,0,1,0
Gullon zero Snack Choco,c,1,0,3,1
Lemon Blueberry Oat Boosts,c,4,0,3,0
Pan de molde cereales sin gluten,c,4,0,3,0
La galette fourrée,e,4,0,5,3
Kiri Fouetté Pot,d,3,0,4,3
Croutons de pains croustillants,d,4,0,4,3
Falafels,a,3,0,1,0
Becel Vital,c,4,0,3,0
Houmous aux pois chiches et pâte de sésame,b,3,0,2,0
TOMATO KETCHUP,c,3,0,3,0
Noir,e,4,0,5,3
Piada sfogliata,d,3,0,4,3
Jus de pomme pur jus,c,1,0,3,1
Lactofermented Vegetable Cocktail,b,3,0,2,0
Rillettes du Mans sans graisse ajoutée,e,3,0,5,3
Mini brioches tressées,d,4,0,4,3
"Bonne Maman - Mirabelle Plum Jam, 370g (13oz)",d,4,0,4,3
Pâte arachide,a,4,0,1,0
Rotella,e,4,3,5,2
Le Grand Nature sans gluten,b,4,0,2,0
Steaks hachés 5%MG,b,1,0,2,1
Nouilles de blé instantanées saveur poulet,c,4,0,3,0
Suédois - Duo de saumon,c,4,0,3,0
MOUTARDE DE BOURGOGNE IGP,e,3,0,5,3
8 Tortillas Blé et maïs,c,4,0,3,0
Coquillettes au Jambon et au Fromage,c,3,0,3,0
Saveur du Mexique - 6 wrapes de blé nature,c,4,0,3,0
Corn Flakes,c,3,0,3,0
Tartine croustillante seigle paquet de 250g,b,3,0,2,0
Crème fraîche épaisse Entière 30% Mat.Gr.,d,1,0,4,1
Muesli croustillant tradition,c,3,0,3,0
Velouté de Légumes saveur du Sud,b,3,0,2,0
Muesli floconneux fruits secs Raisins figues abricots graines,a,3,0,1,0
Chocolat noir dessert bio,e,4,0,5,3
Beurre moulé AOP doux,e,2,0,5,3
Sauce tomate au basilic,a,4,0,1,0
Les tartinables délice d'artichauts,c,3,0,3,0
Canadian maple syrup,d,2,0,4,3
Colman's English Mustard,e,4,0,5,3
Mouliné d'antan aux légumes verts Bio,b,3,0,2,0
Soba Cup Noodles Teriyaki,d,4,0,4,3
Tchicolata,e,4,0,5,3
Thé,e,1,0,5,1
"Sardines à l'huile de soja aux légumes, piment et épices",a,3,0,1,0
HERTA KNACKI Saucisses 100% Poulet x6 - 210g,d,4,0,4,3
Cuor di cereale,d,4,0,4,3
Cocktail Tropical Multivitaminé,c,1,0,3,1
Mini Original,d,3,0,4,3
Grissini Torinesi,d,4,0,4,3
Houmous - BIO - 160g,b,3,0,2,0
Ladid fraise,b,1,0,2,1
Aïn saïss citron citron vert,b,1,0,2,1
Nouilles de riz,a,1,0,1,1
"Alpro Haferdrink, Ungesüßt 1 L, FRESH",c,4,0,3,0
,d,4,0,4,3
Légumes  et vermicelles,c,4,0,3,0
Peter's Yard Original Sourdough Crackers,c,3,0,3,0
Lurpak Spreadable,e,2,0,5,3
72% Noir intense,e,4,0,5,3
Danone veloute fruix panache 125 g x 16,c,4,0,3,0
Mayomix,c,2,0,3,1
Lait de coco,e,1,0,5,1
Velouté  légumes et crème,c,3,0,3,0
RIZ NOISETTE Sans sucres ajoutés**,d,3,0,4,3
Ginger Beer,d,4,3,4,2
Donut,e,4,0,5,3
Silvia Duo Cacao,e,4,0,5,3
Miel,e,2,0,5,3
Filets de maquereaux - sauce moutarde de Dijon bio,c,4,0,3,0
Beau & bon seigle,a,4,0,1,0
Galettes de riz complet 130g,b,3,0,2,0
Potiron Patate douce Châtaigne,b,3,0,2,0
Fromage fouetté,d,4,0,4,3
Beurre doux,e,2,0,5,3
Croutons de pain croustillant,a,4,0,1,0
Fourrés cacao,e,3,0,5,3
hacendado+proteinas,b,1,0,2,1
Pâte à tartiner aux noisettes,e,4,0,5,3
6111246954560,c,1,0,3,1
"Knorr Soupe Liquide Bio Mouliné de Tomates, Oignons et Pointe Thym 1L",a,4,0,1,0
Bâton de Berger Mini nature,e,4,0,5,3
"Chicorée & Café, RICORÉ® L'Original, Recharge de 290g",b,4,0,2,0
Choco Bollz,c,4,0,3,0
NESTLE FITNESS Chocolat Noir Céréales 450g,c,4,0,3,0
15,d,3,0,4,3
Rice cracker paprika,c,4,0,3,0
Melty - Be,e,4,0,5,3
Biscuits Croquants Avoine Chocolat,c,4,0,3,0
Yogur Natural de Cabra,b,1,0,2,1
Segmen,d,3,0,4,3
Fonte Wella,a,1,0,1,1
Thon entier au naturel,a,3,0,1,0
Солети Златна Добруджа,d,4,0,4,3
Galettes de Pont-Aven,e,3,0,5,3
Premium Fruit & Nut Muesli,c,4,0,3,0
PROTEINES,d,1,0,4,1
Tagada,e,4,0,5,3
Desconocido,e,4,0,5,3
Desconocido,a,1,0,1,1
Dark Chocolate 70% Cacao,d,4,0,4,3
Creamy Peanut Butter,c,4,0,3,0
Tortillas,c,4,0,3,0
KNORR Bouillon de Légumes Sans Sel 8 Tablettes 72g,a,4,0,1,0
Choco Duo,e,4,0,5,3
Tomme de brebis,d,4,0,4,3
Beurre Gastronomique Doux,e,2,0,5,3
Tomaten passiert,a,3,0,1,0
yaourt nature,a,1,0,1,1
Crème Fleurette Entière Octueuse 30%,d,4,0,4,3
Miel l'apiculteur,e,2,0,5,3
Sablés Framboise Rooibos,b,4,0,2,0
Lulu La Barquette Framboise,a,4,0,1,0
creme d'asperge,c,4,0,3,0
Bolognaise,b,4,0,2,0
L'Originale - Farine de blé fluide T45,a,1,0,1,1
Haricots Happy Life,e,4,1,5,3
beurre président 1/2 sel,e,2,0,5,3
Lay's 3D's Bugles goût cacahuète,e,4,0,5,3
Lentilles et épeautre,a,3,0,1,0
Galettes au bon beurre,e,4,0,5,3
President emmental coeur de meule 500g,c,3,0,3,0
President emmental coeur de meule 400g,c,3,0,3,0
Soja chocolat,c,4,0,3,0
Sardines sauce tomate,a,3,0,1,0
Brioche tranchée,d,4,0,4,3
Tortilla chips nature,c,3,0,3,0
Muesli floconneux morceaux de fruits,b,4,0,2,0
Polenta Express Grains Moyens,b,1,0,2,1
Bâtonnets de préparation à base de chair de poisson saveur crabe - x30- 500g,c,4,0,3,0
Sardine huile olive v.e. pim d'Espelette 115g CBLE,c,3,0,3,0
Filet de poulet x 2,a,1,0,1,1
Brandade parmentier de morue,c,3,0,3,0
Fondue de poireaux,a,3,0,1,0
2 dos de cabillaud façon fish and chips,a,4,0,1,0
Pâte feuilletée,d,3,0,4,3
Lait de Montagne demi-écrémé,b,1,0,2,1
Petits pois à l'étuvée extra fins,a,1,0,1,1
Chili recette végétarienne,a,3,0,1,0
Riz complet soufflé,b,1,0,2,1
Flocons d'avoine sans gluten,a,1,0,1,1
Lait Bio  Engagé Entier,c,1,0,3,1
Tortellini Ricotta Epinards aux oeufs frais,c,4,0,3,0
Eau De Source De Montagne,a,1,0,1,1
Nuggets Végétariens,b,4,0,2,0
Madeleines coquilles bio,d,4,0,4,3
4 Pains Kebab,c,4,0,3,0
Sardines au citron & basilic,b,4,0,2,0
Fromage blanc au lait entier,c,3,0,3,0
Pâte feuilletée,e,4,0,5,3
Déli Matin Miel & Pépites de Chocolat,e,4,0,5,3
,a,1,0,1,1
Bouillon de légumes,e,3,0,5,3
Pure Irish Butter,e,2,0,5,3
Crunchy Peanut Butter,c,3,0,3,0
,e,1,0,5,1
Mascarpone 250g araai,c,1,0,3,1
Panaché Jibal,a,4,0,1,0
eau minérale naturelle,a,1,0,1,1
Classic Pesto,d,3,0,4,3
Butterkeks Petit beurre,e,4,0,5,3
Quinoa,b,1,0,2,1
Tomato ketchup,d,1,0,4,1
Cebolla frita,e,3,0,5,3
Garlic & Ginger Marinated Tofu,c,4,0,3,0
"low sugar granola whole grain oats, almonds & seeds",d,4,0,4,3
Minis leche,e,4,0,5,3
,a,1,0,1,1
Digestive,d,4,0,4,3
Costa D'oro olio extravergine di oliva,b,2,0,2,1
Flipo,e,4,0,5,3
"Linguine au Saumon et aux Épinards, sauce Citron Basilic",c,4,0,3,0
LAIT Noisettes entières,e,4,0,5,3
Yaourts nature au lait entier,b,3,0,2,0
Brassé citron au lait entier,c,4,0,3,0
Boisson biologique à l'avoine,d,3,0,4,3
Peanut Butter Smooth,a,1,0,1,1
"Bénénuts Plaisir brut Mélange de noix amandes, noix, cajous, noisettes",c,3,0,3,0
Greek style natural yogurt,c,1,0,3,1
Pain farine d'epeautre & graines 260g,c,4,0,3,0
malted wheaties,a,4,0,1,0
Tomates farcies & riz à la tomate,c,3,0,3,0
Maïs croquant Sans résidu de pesticides d'aucy 285g,b,3,0,2,0
panettone,e,4,0,5,3
Jutos,e,4,0,5,3
Le viennois,d,4,0,4,3
Petits beurre,e,3,0,5,3
Chips de Légumes,e,3,0,5,3
Lousra,b,2,0,2,1
Wraps Blé complet,c,4,0,3,0
Cranberry,d,4,0,4,3
L’authentique chips au sel de camargue,c,3,0,3,0
Surimi,c,4,0,3,0
Soft Pittas,b,4,0,2,0
Glace Vanille Bourbon,d,4,0,4,3
Hipro Mousse cacao,a,4,3,1,2
Skyr vanille,a,4,0,1,0
"Snacks poppés lentilles pois cassés et quinoa, sachet 70g",a,3,0,1,0
Bt nature,d,4,0,4,3
Yaourt Grec Nature,c,1,0,3,1
Maxi brassé,e,1,0,5,1
Ghayt Eau de Table,a,1,0,1,1
Full cream sweetened condensed milk في ١٠٠ غرام 271 سعرة حرارية,e,4,0,5,3
Soja douceur,b,3,0,2,0
Chergui créme de cuisson,d,1,0,4,1
daya 🥑 avocat kbir,c,3,0,3,0
Panier de Yoplait Abricot Nectarine,c,4,0,3,0
Le Gourmand Céréales et Graines,c,4,0,3,0
Diet coke,c,4,3,3,2
Chips paysanne nature,d,3,0,4,3
Frank's Red Hot Original,e,3,0,5,3
Knorr Soupe Liquide Mouliné de Légumes Variés 1L,c,4,0,3,0
Coconut Classic,d,4,0,4,3
CREME FRAÎCHE,d,1,0,4,1
Delikatess-Mayonnaise mit 80 % Rapsöl,c,2,0,3,1
"Pizza N°6 - Jambon, Speck, Roquette, Mozzarella",c,4,0,3,0
Riz aux Légumes du Soleil,b,4,0,2,0
Bebida Choco Avena,d,4,3,4,2
,e,1,0,5,1
Lentilles vertes cello,a,1,0,1,1
Elben Lait fermenté,b,1,0,2,1
L'original (fromage),d,3,0,4,3
Ratatouille A la provençale,a,3,0,1,0
Canadian Maple Syrup,e,2,0,5,3
Biscottes à la farine complète sans sucres ajoutés,c,4,0,3,0
Beurre bio demi sel,e,2,0,5,3
Chergui maxi brassé,c,1,0,3,1
Candy up goût chocolat,c,3,0,3,0
Milled Flaxseed,a,1,0,1,1
Huile d'olive verge extra,b,2,0,2,1
,e,4,0,5,3
Tresor,e,4,0,5,3
Flocons d'avoine,a,1,0,1,1
Rice Box Poulet Curry,c,4,0,3,0
MONACO,d,3,0,4,3
Skyr Framboise,c,4,0,3,0
Marie gold,d,1,0,4,1
CREAMY PEANUT BUTTER,c,4,0,3,0
Only Peanuts Smooth,a,2,0,1,1
Filets de maquereaux sauce tomate et basilic,b,4,0,2,0
Original Stapelchips,d,4,0,4,3
Lait écrémé,b,1,0,2,1
Semoule fine qualité supérieure 500g,a,1,0,1,1
Nuggets poulet,b,4,0,2,0
La Laitière yaourts au lait entier panachés,c,4,0,3,0
Galettes Au bon beurre,e,4,0,5,3
Creme legere uht 18% mg semi epaisse bq 3x20cl,d,4,0,4,3
Special K - Céréales chocolat noir,d,4,0,4,3
Emmental cœur de meule,c,3,0,3,0
Huile de Colza,b,2,0,2,1
Rillettes thon,b,4,0,2,0
Foie de morue fumé au bois de hêtre MSC 121g,e,3,0,5,3
Madeleines coquilles - BIO,d,4,0,4,3
Soya Cuisine,b,4,0,2,0
"Grinioc orge chèvre, miel, noix",c,4,0,3,0
2 Galettes Brebis - Figues,c,3,0,3,0
8 palets de légumes courgettes jaune et verte petits pois doux carotte,a,3,0,1,0
Les Frites,b,4,0,2,0
Crêpes Jambon Emmental,c,4,0,3,0
Ravioli risotto épinards sauce à la tomate,c,4,0,3,0
Spaghetti semi-complets,a,1,0,1,1
Mon taboulé aux 5 légumes au jus de citron,c,3,0,3,0
Confiture d'abricots rouges du Roussillon,d,4,0,4,3
Miel de fleurs,e,2,0,5,3
Céréales croustillantes Chocolat & châtaigne,d,3,0,4,3
Crème caramel aux œufs frais,d,3,0,4,3
Evian 75cl PET,a,1,0,1,1
Petites Madeleines Pépites Chocolat,e,4,0,5,3
Desconocido,c,3,0,3,0
Yaourt nature au lait de chèvre 4X 120g,b,1,0,2,1
Jambon sup dd csn sa sogm 4t 140g,c,4,0,3,0
Cancoillotte nature au lait pasteurisé IGP 11% de MG - 250g,c,3,0,3,0
Gâteaux Goûters bio fourrés au chocolat noir 185g,e,4,0,5,3
Sauce soja 150ml,e,3,0,5,3
Sardines à l'Ancienne à l'Huile d'Olive vierge extra au Citron,b,3,0,2,0
Foie de morue au naturel,d,3,0,4,3
Cookies tout choco,e,3,0,5,3
Velouté châtaigne potimarron huile de noisette,c,3,0,3,0
Poêlée de légumes grilles,a,3,0,1,0
Pâte brisée,d,3,0,4,3
Fromage frais Nature Malo 20% *Matières grasses sur extrait sec soit 3% de matières grasses sur produit fini,a,3,0,1,0
Sardines de Bretagne,b,3,0,2,0
Petits pains grillés,d,4,0,4,3
Ricotta 11% Mat. Gr.,c,4,0,3,0
Amandes décortiquées,a,1,0,1,1
Flageolets verts extra fins,a,3,0,1,0
L'originale,c,3,0,3,0
Cabillaud sauvage surgelé,a,4,0,1,0
Pétales de blé complet et riz,c,3,0,3,0
Carrefour Classic' Mayonaise à la Moutarde de Dijon,d,4,0,4,3
Haricots verts extra fins 4/4,a,3,0,1,0
Lentilles,b,4,0,2,0
Crème légère UHT 18% semi-épaisse,d,4,0,4,3
Farine de blé,a,1,0,1,1
Confiture Extra de Fraises,d,4,0,4,3
Sauce au poivre,d,4,0,4,3
Biscuits nappés de chocolat,a,4,0,1,0
Original Breadsticks,d,3,0,4,3
A Hearty Chicken & Vegetable Soup,c,4,0,3,0
,a,1,0,1,1
0 % finesse Poire,a,3,0,1,0
Penne Rigate nº 41,a,1,0,1,1
Fibrextra,c,4,0,3,0
Chocapic,c,4,0,3,0
Melocóton,e,1,0,5,1
pan blanco,c,4,0,3,0
Queso fundido sandwich,e,4,0,5,3
Confiture d'abricots,d,4,0,4,3
Crème Fraîche légère,d,4,0,4,3
Bio farine de blé type 65,a,1,0,1,1
Più integrali Ricchi di Fibre Segale,c,4,0,3,0
Brasserie burger nature sans sucres ajoutes x4,c,4,0,3,0
eingelegte Paprika,a,4,0,1,0
Pescada,a,1,0,1,1
Maria,c,4,0,3,0
Soft Cheese Original,d,4,0,4,3
Bio Organic Almond Drink,c,4,0,3,0
Crème dessert chocolat,c,4,0,3,0
Bûche de chèvre,d,3,0,4,3
Mario thon entier,a,1,0,1,1
Masala Munch,e,4,0,5,3
جبال دانون فواكه,c,1,0,3,1
Véritable cassoulet de Castelnaudary,b,4,0,2,0
Gâche tranchée,e,4,0,5,3
Pâte à tartiner Façon Rocher,e,4,0,5,3
Flocons d’avoine,a,1,0,1,1
Pain de mie,c,4,0,3,0
Sauce crudités nature,d,4,0,4,3
Sablés épeautre noisette,b,4,0,2,0
Digestive Avena,d,4,0,4,3
Galettes Speculoos,d,4,0,4,3
Panzani sauce tomate cuisinee nat 650g f12,a,4,0,1,0
Lentilles vertes,a,1,0,1,1
Just au four Classique,b,4,0,2,0
Falafels boulghour aux petits légumes,c,3,0,3,0
Wok de légumes et nouilles à l'Asiatique,b,3,0,2,0
jambon supérieur label rouge,c,4,0,3,0
Kombucha Gingembre Bio,c,1,0,3,1
Skinny Crunch Light Salted Caramel,c,4,0,3,0
Cornichons français,c,4,0,3,0
HERTA LE BON PARIS Jambon à l'étouffée x10 -425g,c,4,0,3,0
AVOINE au CACAO,d,4,0,4,3
MEAT-FREE TASTY SAUSAGES,d,4,0,4,3
Pâte Brisée Pure beurre,e,3,0,5,3
Storia 100% Tender Coconut Water 1L,c,3,0,3,0
All butter shortbread fingers,e,3,0,5,3
Lentilles corail,a,1,0,1,1
Riz complet,b,1,0,2,1
Yahourt morceaux de fruits framboise fraise,c,4,0,3,0
Yaourts Abricot Pêche Fraise Cerise,c,4,0,3,0
Muesli croustillant 3 chocolats,d,4,0,4,3
Céréales Muesli croustillant aux fruits secs paquet 500g,d,4,0,4,3
Sardines généreuses à l'huile d'olive,a,3,0,1,0
Epinard hachés à la crème,b,4,0,2,0
Poêlée à la campagnarde,b,3,0,2,0
Chocolate con LECHE,e,4,0,5,3
Duo amandes grillées sans sel ajouté,a,1,0,1,1
Pomme Banane Vanille,a,4,0,1,0
Chocolat noir 74% Bio,d,4,0,4,3
Préparation Abricot Pomme,d,4,0,4,3
yaourt gourmand noix de coco,c,4,0,3,0
Les Sablés,e,4,0,5,3
Emmental râpé Lait pasteurisé,d,3,0,4,3
Miel liquide,e,2,0,5,3
Brioche tranchée nature,d,4,0,4,3
Yaourt au lait 🥛🍼de brebis 🐑,c,1,0,3,1
Classic,d,4,0,4,3
Lentilles Corail Top Chrono,a,1,0,1,1
Crunchy Chocolat au lait & Noisettes,c,4,0,3,0
Yaourt Nature,a,3,0,1,0
"Orange amère, intense - Confiture moins sucrée",d,4,0,4,3
SAUCE AIOLI,c,4,0,3,0
Weetabix,a,3,0,1,0
Coca-Cola,e,4,3,5,2
Thé vert saveur citron 25 sachets de 2 g,b,4,0,2,0
Leite Meio-Gordo,b,1,0,2,1
manteiga Magra,e,4,0,5,3
Mais,b,3,0,2,0
Chocolate Granola,c,4,0,3,0
WRAPS,c,4,0,3,0
COURMAYEUR Eau Minérale Naturelle 1L,a,1,0,1,1
Pesto a base de albahaca,e,4,0,5,3
Tomate frito sin azúcares añadidos,c,4,0,3,0
Yogur natural,b,3,0,2,0
Jamón cocido extra,d,4,0,4,3
Tomate frito,c,3,0,3,0
Postre Soja Natural,a,1,0,1,1
Mozzarella en bolitas,c,3,0,3,0
Sojasauce,e,3,0,5,3
Rana spinach and ricotta fresh tortelloni,c,4,0,3,0
Alitkane Farine fleure,a,1,0,1,1
Sauce bolognaise pur boeuf,b,4,0,2,0
Boisson soja nature,b,1,0,2,1
Yaourt,c,1,0,3,1
Frischkäse,d,3,0,4,3
Oulmes,a,1,0,1,1
Arroz integral largo,b,1,0,2,1
Heinz tomato ketchup,d,3,0,4,3
Zero Tomaten Ketchup,b,4,0,2,0
Spaetzle aux œufs frais 300g,c,1,0,3,1
Nouilles aux œufs bio,a,1,0,1,1
KARÉ NOISETTE,c,4,0,3,0
Champêtre Poulet Rôti & Emmental Mimolette,c,4,0,3,0
Wheat Biscuits,a,3,0,1,0
Edam tendre Holland KROON,e,3,0,5,3
High Protein Granola Cranberry & Almond,d,3,0,4,3
Buddha Bowl Chèvre,c,3,0,3,0
Frischkäse (körnig),b,3,0,2,0
Mini fourrés chocolat noir,e,4,0,5,3
Noir dessert,e,4,0,5,3
Simplement bon - 25% de Sel*,c,4,0,3,0
Gourmand & Végétal Vanille,c,4,0,3,0
Émincés à la méditerranéenne,a,4,0,1,0
Tagliatelle all uovo,a,1,0,1,1
Diet Coke Can 250ml,c,4,3,3,2
Sauce Basilic aux tomates fraiches de saison,a,4,0,1,0
Olive verte,d,3,0,4,3
